4.38736,0.85190,2.37990,1.92242,3.26670,1.89284,2.85036,0.18501,7.84964,3.69019,3.45141,1.75439,2.82989,2.33485,0.82938,2.87326,2.56237,3.36725,0.89286,1.66687,1.34451,2.18288,2.27992,3.48030,4.43428,0.23493,1.47908,1.91924,0.53662,5.51108,2.23859,5.17272,2.56276,4.31548,1.43458,6.34468,5.17570,2.91819,1.26302,4.50584,1.69849,3.75696,4.19085,3.37125,0.97691,3.18906,2.33005,1.79407,1.26724,1.72140,3.58987,0.72254,9.92183
4.11625,2.96077,2.07138,2.39415,2.99950,1.64474,2.79488,0.63336,8.47800,3.39153,4.44596,2.29383,2.88986,2.00946,1.04279,3.36849,3.60641,3.21637,0.64655,2.22725,1.32576,2.15291,2.34944,3.37425,3.60914,0.39311,1.89937,1.66173,0.62042,5.12789,2.09488,5.93932,2.18439,0.92227,1.27898,8.13977,1.97154,2.74025,0.92969,3.67389,1.88282,4.06364,5.06267,2.86365,1.17499,3.36477,2.13732,1.78158,1.92686,3.46399,3.64388,1.13314,5.74341
6.10548,1.96610,2.37390,3.08824,2.77799,2.23164,3.29572,0.40669,4.99426,4.21453,3.64261,2.75527,2.98587,2.11557,1.75769,5.10355,4.44958,3.63411,0.90837,2.73316,1.51277,2.14959,3.40085,4.17510,3.74388,0.48226,2.86899,1.61179,0.51701,5.99810,2.73690,6.78861,2.66282,1.88273,1.73702,8.77725,2.63546,3.37152,0.83857,5.70071,2.57515,4.09586,5.47691,2.89367,1.16580,3.19863,3.84377,2.64722,2.62467,2.57927,4.08490,0.89955,5.35672
5.26563,1.91713,2.19555,4.03720,3.11572,1.87467,3.72844,0.35676,7.38916,4.17872,5.12650,1.71112,3.22200,3.42829,2.64603,5.60356,4.86530,3.71262,0.81317,2.86498,1.79816,2.39590,3.38740,3.57162,5.67474,0.31392,2.60756,1.54401,0.69376,6.19741,2.94725,7.54014,2.84282,3.88794,1.93741,11.50140,2.97925,3.97617,1.80101,6.34603,3.25399,4.20838,6.20619,2.04686,1.44350,3.30228,2.50000,2.56329,2.67524,3.04047,3.86655,0.56926,6.01822
6.47647,2.29153,2.44798,6.71024,3.19202,2.27024,4.43425,0.72664,8.94928,4.72879,4.27655,1.69492,3.58104,4.58925,2.25039,8.52463,4.51889,4.69911,0.93145,2.90698,2.23652,3.16458,3.44587,5.50059,6.49829,0.50448,3.20242,1.76521,0.63243,6.77123,4.10959,8.68115,5.17611,3.77868,1.70751,15.50390,3.22870,4.18771,2.48487,7.10465,4.05593,4.93514,8.12582,1.60697,1.91404,3.73817,1.89280,2.89023,3.42476,4.33029,3.75647,0.65274,5.65314
7.76346,3.71517,2.47570,9.78239,2.69419,2.03286,5.45754,0.63847,9.39163,5.08384,3.75683,1.76899,4.36443,4.71858,3.20677,10.35920,6.51290,5.52013,1.61117,4.58397,2.73075,3.71318,4.41595,6.42202,6.74594,0.54208,4.17193,1.75540,1.19889,6.92602,4.93837,9.81455,5.64241,5.19645,3.02016,14.92470,3.29529,5.78649,4.09232,6.84820,4.90407,7.38839,10.28260,1.59360,1.28205,5.21859,1.15735,2.86889,3.68650,3.76857,3.73489,1.78571,5.69272
7.56183,4.28744,2.29842,9.19692,2.52341,3.53982,5.30733,1.28824,8.46287,6.15154,3.72340,1.99601,4.76881,5.99604,2.79720,8.70335,9.21883,5.19900,1.20902,6.08186,2.44730,4.60287,4.54856,6.25095,5.01464,0.11727,2.29617,1.32337,1.65730,5.55885,4.83111,8.27769,6.66496,3.81050,3.09366,11.73630,2.91660,4.68299,4.14856,6.69307,4.54676,7.14343,9.25120,1.29598,1.07602,5.88550,0.82812,3.61845,3.14223,3.00981,2.99254,0.13661,4.76804
7.42094,3.76276,2.53210,7.89474,2.38854,1.31508,5.03785,1.14424,7.23746,5.99941,4.21053,1.48699,4.56599,5.26666,1.95448,6.89316,8.21918,4.66559,1.23158,5.82144,2.53476,4.28887,4.61632,6.78651,4.40847,0.24427,1.93638,1.27038,1.71595,4.88480,4.62475,6.33198,7.59585,3.50235,3.58684,10.43100,2.53623,4.00976,4.30900,7.55091,3.39673,5.21413,8.99901,1.60169,1.75254,6.67057,0.72064,3.53901,3.40217,2.07824,2.68279,0.42313,4.44351
6.29416,3.52423,2.75203,4.47866,2.14593,1.73661,4.01284,0.59642,7.39146,4.57355,3.36927,1.06332,3.52349,3.30212,1.12601,5.14078,6.13134,4.37021,1.38257,3.39394,1.63971,3.26298,3.02862,5.83258,3.08846,0.15267,1.24297,1.26629,1.18394,4.05102,3.89599,2.97210,5.96889,3.48071,2.46458,9.11975,2.61278,2.57151,2.83892,5.52172,2.58154,5.55114,7.50649,0.49361,1.80403,4.02646,0.69500,3.37181,2.49126,1.83625,2.17591,1.18343,3.84697
6.59379,1.74070,2.49154,4.59387,2.17089,1.57924,3.43467,0.79025,8.17884,4.47810,4.62900,1.47433,3.61994,5.10224,1.27674,4.38786,6.71037,3.95981,1.63965,3.54100,1.67908,3.48875,3.58261,5.41306,3.13560,0.20450,1.54799,1.07925,1.06908,3.84770,3.33499,3.20508,5.24093,3.40180,2.07281,6.91892,1.59095,2.61716,2.57117,5.39361,2.47416,6.41042,7.26928,0.61082,1.99492,3.60225,0.39139,3.13655,2.55391,2.53111,1.90741,1.13636,3.61959
5.96548,2.35988,2.19247,3.55401,2.33730,1.20870,3.35790,0.52632,9.05088,4.72268,2.76008,1.08268,3.18906,4.53867,0.61205,4.27592,7.54849,3.73332,1.84502,3.89496,1.78344,3.26327,2.78864,4.78162,2.52691,0.25210,1.98883,1.22788,1.24528,3.37878,3.26966,3.91216,3.25811,1.87647,2.01427,6.32794,2.26988,2.88777,1.94205,6.40835,2.65565,3.77600,5.85242,0.58611,1.61962,3.60761,0.63851,3.32656,2.53512,1.56028,2.07658,0.80429,3.84279
6.78633,2.51960,2.22293,3.99485,1.95979,1.84162,2.20472,0.33625,7.82580,5.21483,3.30948,0.58377,3.10204,3.23067,0.63452,4.04040,8.17308,3.37963,2.24138,3.27304,1.82552,3.21732,3.01904,3.72348,2.01827,0.04039,1.35802,0.97242,1.09769,3.26398,2.37158,3.57547,5.45548,1.54749,2.15581,6.54985,1.55855,2.35755,2.66774,7.67776,1.92140,5.91620,4.48645,0.59390,1.48831,3.86367,0.46739,2.95147,2.12182,1.80465,2.09783,0.78227,3.48013
5.18245,4.30168,2.36382,2.73072,1.96521,1.39035,2.34073,0.57066,7.14286,4.19851,2.78373,0.55402,2.73495,2.65469,0.27947,2.64509,5.49145,2.77131,1.66667,3.57217,2.02522,2.69803,3.16175,3.44721,2.20751,0.22877,0.88858,0.89526,0.89189,3.98586,1.96868,4.58545,4.06883,1.85292,1.71733,4.20508,0.89441,2.63832,2.85782,5.57259,1.79856,4.82229,4.00722,0.52954,1.42248,3.80323,0.65213,2.73346,1.36986,1.53689,2.50397,0.13643,3.41361
3.28208,3.85832,2.38246,2.15995,1.73982,1.49502,2.77175,0.46462,6.73207,2.90160,2.92135,0.59235,2.35154,2.61927,0.36745,2.25758,3.94440,2.51228,1.87339,2.35602,2.10917,1.86882,3.30335,2.87508,1.60621,0.16362,0.88728,0.91443,1.77638,3.52109,1.67285,4.86620,3.02260,1.38600,1.24417,4.27716,1.08395,1.85620,2.46654,4.50734,1.73496,3.68483,3.50145,0.50248,1.44538,2.70719,0.36680,1.44829,1.80180,1.07162,2.43152,0.25907,3.89134
2.89855,3.24983,1.98371,2.01602,1.59589,0.96986,2.18108,0.52042,0.15674,2.29336,2.24179,0.74475,1.60639,1.34363,0.16955,1.39598,1.89341,2.27333,2.10680,1.83007,1.72087,1.45771,2.76616,3.11772,1.28613,0.05750,0.63543,0.75425,0.72262,3.05160,2.01193,3.25149,2.45351,1.18577,1.12330,2.49322,0.76666,1.73473,2.10526,3.51038,1.45349,2.51517,3.41597,0.54699,1.49254,1.91896,0.33755,0.96291,1.92000,1.05470,2.19451,1.85923,4.78062
2.77162,2.41503,2.06020,1.56020,1.62994,1.13247,2.47006,0.22247,4.52506,1.98045,2.70848,0.28280,1.40298,1.38770,0.25585,1.24727,1.28961,2.14774,1.20361,1.31684,1.27052,1.36160,2.92533,2.76871,1.15415,0.11189,0.25821,0.77132,1.16248,2.30231,1.63185,1.96060,1.44300,0.63092,0.91053,1.96234,0.87469,1.50122,1.08319,2.12303,1.02898,3.24539,3.39061,0.55990,1.18421,1.40519,0.32072,0.66366,1.29032,1.12705,1.76737,1.00865,4.82051
2.05347,1.68011,2.80205,1.36827,1.66288,1.37306,2.04551,0.03660,0.00000,1.68891,2.24252,0.61659,1.40462,1.09235,0.16491,1.09416,0.92441,2.06866,0.96525,1.15975,0.89608,1.17130,2.43869,2.26128,1.03435,0.04840,0.34889,0.71642,0.54054,2.21879,1.39154,1.97380,0.96977,0.44494,0.76160,1.98133,0.45181,1.18574,0.50309,2.58416,1.33048,2.20617,2.76932,0.63619,0.81510,1.24090,0.32362,0.39682,1.39672,0.80951,1.58041,0.29028,6.06644
2.29982,2.75168,2.26228,1.87861,1.46371,1.33562,1.61290,0.07032,4.68417,1.74979,2.47383,0.79023,1.30381,0.99459,0.21850,0.93338,0.73520,1.78602,0.88106,0.85728,0.70458,0.91615,2.14699,2.07801,1.07771,0.00000,0.26655,0.91554,0.42194,1.95592,1.67406,1.96009,0.90902,1.35424,0.64491,1.32593,1.13761,1.10505,0.47630,1.69860,0.86716,1.69245,2.62245,0.73975,1.35617,1.08838,0.25068,0.39247,1.30112,1.20672,1.45364,0.57803,3.80573
2.32988,1.36298,2.07529,0.96055,1.43326,0.62602,0.83260,0.00000,3.61620,1.68077,1.18613,0.45543,1.52283,0.51107,0.33520,0.73486,0.50391,1.90942,0.74198,0.90211,0.75407,0.95173,2.20834,2.15738,0.40764,0.00000,0.26167,0.82375,0.68279,2.13332,1.44044,1.45250,1.05145,0.66445,0.70943,1.59939,0.75472,0.81385,0.39822,1.69225,0.99853,2.40078,1.72152,0.49709,0.64592,0.97553,0.34022,0.30969,1.02389,0.79826,1.69646,0.34562,4.60714
2.50634,1.16200,2.15922,1.35482,1.42450,1.13869,0.66191,0.14535,0.00000,1.57397,1.80437,0.92105,1.25830,0.46431,0.13605,0.30840,0.43764,1.89629,0.42953,1.36833,0.82046,1.04480,1.85063,2.33797,0.34526,0.00000,0.44958,0.28643,0.37337,2.04301,1.27676,1.47045,0.98200,0.18450,0.57411,1.43410,0.70392,1.01958,0.05023,0.94929,0.64819,2.37948,2.30259,0.57610,1.11111,0.99141,0.42147,0.23590,0.44498,0.39704,1.74635,0.68571,4.76673
2.03091,0.81855,2.10293,1.20265,1.39117,1.41981,0.64586,0.07386,5.75540,1.61768,1.12994,0.12005,1.22028,0.35336,0.00000,0.33535,0.37114,1.90058,0.53556,0.84279,0.67729,0.77061,1.34168,2.25424,0.18797,0.00000,0.06439,0.74124,0.38801,1.73812,0.90120,1.64255,1.43239,0.18416,0.65979,0.55800,0.32138,0.70791,0.00000,0.78348,0.87489,1.88483,2.14023,0.51314,0.52200,0.98398,0.22848,0.29214,0.40783,0.73509,1.46691,0.46458,3.57388
