41.917,3.0833,10.616,10.75,8.1667,10.75,6.5,0.80811,4.8333,1.9167,34.167,29.333,1.9167,7.9167,13.833,-0.082438,0.5833,4.5208,4.6667,1.1667,0.8333,0.067795,2.1667,0.5833,1.7105,-0.36963,-0.087722,0.9167,4.301,3.004,13.407,0.3333,0.25,7.0833,2.5833,3.6097,0.96344,0.5276,0.5,0.0833,0.5,0.3356,1,-0.079511,0.12211,1.1983,0.25,1.0833,0.72583,2.4167,0.022637,0.19436,2.8793,5.3497,3.5833,4.8271,0.71564,0.0833,9.9948,0.1667,1,-0.097373,0.54467,0.18961,6.3958,0.39034,0.3333,0.5,1.3333,1.7965,-0.6446,-0.095781,3.405,1.1476,2.1831,1.1699,0.65606,-0.78966,0.52081,0.3333,1.5584,9.9989,1.8568,0.14856,2.8215,0.83668,1.0335,0.87233,0.12726
34.583,3.5833,11.656,15.083,14.583,12.75,2.75,0.1667,6.1667,0.0833,43.083,17.833,6.0833,7.5,2.25,1.2131,4.71,4.9167,4.6667,2.9167,0.9167,0.23204,1,0.20962,0.73575,-0.21781,1.1649,0.75,4.6275,3.1895,14.522,2.6667,0.8333,7.75,1.5,1.6667,0.0833,0.17203,0.42635,0.5,0.5833,0.2051,0.5833,0.48651,0.080059,0.67462,0.1667,0.9167,0.12089,0.4167,0.1667,-0.1706,3.0386,5.414,3.25,5.1036,0.36098,0.0833,10.596,1.4229,1.5,0.081407,-0.054212,0.1667,6.6058,0.44294,0.0833,0.13408,2.6667,1.8141,1.3456,0.013909,3.5599,0.33433,2.1054,0.9167,0.15712,0.0833,-0.24652,0.6667,1.6581,10.608,2.5809,0.50305,3.6065,0.83614,0.37973,0.89887,0.073712
35.5,2.9167,11.759,14.833,7.25,16,0.6667,0.25,3.9167,0.71123,44.333,17.667,13.333,4.6667,0.25,0.0833,8.25,1.3333,8.8333,2.1667,3.5,0.1067,0.6667,-0.36538,1.4094,-0.063475,0.5308,0.75,4.6396,2.8602,15.453,2.6667,0.5833,8.3333,1.1667,2,3.3333,-0.055193,0.0833,0.0833,0.3333,0.62032,1,0.3928,0.04816,0.25,0.0833,0.9167,0.16512,0.3333,1.3351,0.30689,2.0948,5.1029,3.0833,5.3495,-0.18705,0.1667,10.174,2.2143,1.1667,0.87849,0.17369,0.0833,6.9064,0.37392,1.1442,0.0833,2.9167,1.6893,-0.081006,0.13444,3.5445,0.1667,1.8744,0.97347,0.75974,0.1667,0.9017,0.092352,1.7593,9.714,1.1667,-0.045414,2.7084,0.51524,0.87909,0.9719,0.051844
38.417,3.4167,11.921,10.833,4.75,12.25,3.1667,0.1667,2.8333,-0.17941,30.75,16.25,9.75,2.3333,2.7317,-0.27733,6.25,0.3333,3.6667,1.75,3.5,0.12734,1.25,0.1667,1.5302,0.4167,-0.4514,0.5,4.2764,3.1158,14.07,1.1667,0.67639,11.333,3.75,5.0372,2.8333,0.73551,0.1667,-0.37565,1,0.15953,0.6667,-0.43345,0.078513,0.0833,0.68149,0.8333,-0.018312,0.3333,1.4736,-0.50318,2.718,5.0672,0.4167,4.9254,0.23519,0.092003,10.314,2.5814,0.5,0.25709,-0.040495,-0.0098745,6.0489,0.5795,1.5838,0.6667,3.5833,1.5804,0.090563,1.0034,3.7053,0.93531,2.0538,0.8333,0.82446,0.1667,0.47986,-0.286,1.5158,9.6705,2.75,-0.30568,3.4052,0.7125,0.59394,1.1435,0.052415
33.583,3.5833,11.131,8.75,5.4167,5.0833,3.5,0.0833,3.4167,0.75,34.417,10.5,8.5833,2.75,5.3883,-1.3476,4.3333,6.1343,1.5,1.9167,1.5,0.13881,0.8333,0.4167,1.1926,0.25,-0.45801,0.5833,4.3212,2.6393,15.196,2.5,2.2082,8.8333,2.4167,10.528,2,0.50596,0.0833,0.98269,0.9167,-0.55404,1.3333,0.068097,0.076193,-0.33319,0.017197,1.1667,0.0833,4.5452,1.999,0.25,1.5147,5,-0.24508,5.5028,-0.032973,0.2569,9.9585,3.5495,1.0833,-1.0362,0.32956,0.30385,6.5948,0.19102,2.4704,0.0833,2.5833,1.8151,1.4066,0.73587,2.7326,1.6093,1.8868,0.75,-0.49118,0.1667,0.25,1.8517,1.6676,9.7725,1.3333,-0.055943,3.1109,0.68178,0.56209,0.83111,0.086022
112.08,22.333,10.679,80.583,8.5833,40,10.833,0.70707,33.083,5.9167,179.17,74.583,12.167,28.417,8.8143,0.4167,6.7042,14.176,17.917,4.25,7.25,0.072799,3.3333,12.833,1.4462,5.3874,1.112,4.25,4.5938,3.0833,15.898,10.333,2.6725,32.25,20.083,16.5,2.75,0.88635,0.5833,1.3333,2.75,0.59331,15.25,0.56383,0.11225,1.0131,0.81091,13.583,0.22472,12.71,3,0.4167,2.5833,6.1221,0.1667,5.7121,-0.14357,0.1667,11.482,6.048,1.5,0.62121,0.14802,0.84568,7.084,0.29409,4.5833,0.17507,14.75,1.7651,-0.00099223,0.62578,4.0144,2.0833,2.1336,5.8333,0.38257,2.5,10.417,2.1465,1.7429,10.667,6,0.12011,3.4777,0.87668,1.017,0.79496,0.11194
227.42,47.667,11.75,91.833,41,55.667,32.833,1.5494,47.833,4.3333,437.83,209.5,38,57.667,10.951,12.917,6.8202,18.97,17.667,7,14.833,0.081778,9.3333,45,1.1667,10.667,0.25,5.8333,4.75,0.75,15.711,23.833,3.8919,91.917,29.75,25.25,0.8333,0.53882,0.8333,1.2291,7.3333,0.4226,25.833,0.0833,0.06775,1.6606,1.0415,75.167,0.35193,19.917,1,0.4167,29.917,4.9426,0.83845,5.6274,-0.016467,0.3333,10.427,7.9789,8.0833,-0.1012,0.1667,0.82187,7.391,0.18074,5.0833,0.0833,36.417,1.8664,1.5265,0.3333,3.5833,7.3333,1.9861,3.1667,-0.03933,3.4167,7.8333,1.3212,1.7663,17.083,15.167,0.02803,3.5852,0.62759,0.65148,1.1871,0.074921
289.5,54.667,16,86.667,58.583,49.667,38.833,2.2574,36.083,14.583,464.75,277.17,48.917,45.333,13.579,18.75,7.9196,27.218,19.583,5.25,13.167,0.042069,11.25,33.167,7.4807,9.101,7.5986,10.917,7.5833,2.2629,16.019,41.5,4.6667,69,24.917,55.5,1.5,0.48068,0.69051,0.5833,0.1667,-0.013654,8.6667,5,0.060854,1.7599,0.95578,60.25,-0.0565,28.083,0.1667,3.2927,31.917,5.7601,2.1695,5.664,0.33032,0.8333,11.103,9.2466,5.5,0.0833,0.1667,0.5221,7.0356,0.44565,4.5,1.6667,33.167,1.8948,-0.17156,0.53146,5.4167,3.0833,2.1909,2.1667,0.42157,8.5833,6.9167,2.3136,1.7836,19.25,8.5,0.0833,3.3333,0.68833,0.91335,0.8885,0.061727
277.5,32.833,14.75,90.083,45.667,53.167,46.167,3.1088,32.333,8.5,542.25,231.83,57.417,74.917,16.083,43.75,10.946,32.766,4,10.333,15.083,0.0833,6.25,36.5,13.113,5.0621,13.5,9,5,3.4167,15.38,32.083,1.5833,114.58,28.333,39.833,0.8333,0.34878,0.38979,0.57522,4,0.682,6.5,2.9167,0.098888,2.4666,1.3333,24.25,0.41902,8.25,2.8333,5.6667,22.917,5.3257,3.5673,5.5833,-0.18918,0.75,10.833,10.417,7.8333,1.0833,1.6667,1.1293,7.1314,0.37193,6.25,3.9167,22.333,1.7979,0.71144,0.8333,3.25,1.4167,2.0833,3.5833,0.63805,3.6667,1.6667,2.4167,1.7643,17.583,9,1,2.9167,0.80064,0.72176,1.0362,0.093368
189.75,36,0.25,51.083,35.167,60.417,22.833,3.3369,28.833,4.1667,387.92,168.08,39.083,67.333,18.073,27.25,10.368,39.557,12.167,6.75,10,0.67404,3.0833,21.75,18.75,4.2853,7.0833,2.5833,1.3333,2.6034,15.843,11.75,1.1667,107.17,21.167,35.333,1.0833,0.5534,0.0833,0.25,5.5,0.1667,3.75,2.0833,0.1048,3.4943,2.3333,29.25,0.34648,7.673,0.8333,9.6667,7.6667,5.0242,4.6667,6.8333,0.23139,0.80711,11.5,2.0833,5.4167,1.5833,1.0833,1.3493,6.9847,0.32243,5.9167,2.75,17.667,1.814,0.17421,1.25,2.5,0.9167,1.8184,3.3333,0.25,1.1667,0.5833,1.9167,1.7297,20.083,10.417,0.5833,2.25,0.77507,0.98064,0.73719,0.093509
